id,nombre,es_default,altura,peso,experiencia_base,tipos,habilidades,habilidades_ocultas,hp,ataque,defensa,ataque_especial,defensa_especial,velocidad,total_movimientos,movimientos,descripcion,es_legendario,es_mitico,tasa_captura,felicidad_base,habitat,generacion,cadena_evolucion_url,sprite_frente,sprite_shiny,fecha_extraccion
74,geodude,True,4,200,60,"rock, ground","rock-head, sturdy, sand-veil",sand-veil,40,80,100,30,30,20,86,"mega-punch, fire-punch, thunder-punch, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, flamethrower, submission, counter, seismic-toss, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, double-team, harden, defense-curl, bide, metronome, self-destruct, fire-blast, explosion, rest, rock-slide, substitute, snore, curse, flail, protect, scary-face, mud-slap, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, magnitude, dynamic-punch, hidden-power, sunny-day, ancient-power, rock-smash, facade, focus-punch, nature-power, superpower, brick-break, secret-power, mud-sport, rock-tomb, iron-defense, block, mud-shot, rock-blast, hammer-arm, gyro-ball, natural-gift, fling, sucker-punch, rock-polish, earth-power, rock-climb, stone-edge, captivate, stealth-rock, wide-guard, autotomize, smack-down, round, incinerate, bulldoze, confide, power-up-punch, high-horsepower, stomping-tantrum, tera-blast","Aparecen en llanos y montañas. Como parecen rocas, la gente se tropieza con ellos o los pisa.",False,False,255,70,mountain,generation-i,https://pokeapi.co/api/v2/evolution-chain/31/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/74.png,2026-02-19T13:57:56.961291
75,graveler,True,10,1050,137,"rock, ground","rock-head, sturdy, sand-veil",sand-veil,55,95,115,45,45,35,90,"mega-punch, fire-punch, thunder-punch, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, flamethrower, submission, counter, seismic-toss, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, double-team, harden, defense-curl, bide, metronome, self-destruct, fire-blast, explosion, rest, rock-slide, substitute, snore, curse, flail, protect, scary-face, mud-slap, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, magnitude, dynamic-punch, hidden-power, sunny-day, ancient-power, rock-smash, facade, focus-punch, nature-power, superpower, brick-break, secret-power, mud-sport, rock-tomb, iron-defense, block, mud-shot, rock-blast, hammer-arm, gyro-ball, natural-gift, fling, sucker-punch, rock-polish, focus-blast, earth-power, rock-climb, iron-head, stone-edge, captivate, stealth-rock, wide-guard, smack-down, heavy-slam, round, incinerate, bulldoze, confide, power-up-punch, high-horsepower, stomping-tantrum, body-press, tera-blast, hard-press","De naturaleza descuidada y libre, no le importa dañarse cuando baja rodando montañas.",False,False,120,70,mountain,generation-i,https://pokeapi.co/api/v2/evolution-chain/31/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/75.png,2026-02-19T13:57:57.614814
76,golem,True,14,3000,223,"rock, ground","rock-head, sturdy, sand-veil",sand-veil,80,120,130,55,65,45,96,"mega-punch, fire-punch, thunder-punch, mega-kick, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, roar, flamethrower, hyper-beam, submission, counter, seismic-toss, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, double-team, harden, defense-curl, bide, metronome, self-destruct, fire-blast, explosion, rest, rock-slide, substitute, snore, curse, flail, protect, scary-face, mud-slap, sandstorm, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, magnitude, dynamic-punch, hidden-power, sunny-day, ancient-power, rock-smash, facade, focus-punch, nature-power, superpower, brick-break, secret-power, mud-sport, rock-tomb, iron-defense, block, mud-shot, rock-blast, hammer-arm, gyro-ball, natural-gift, fling, sucker-punch, rock-polish, focus-blast, earth-power, giga-impact, rock-climb, iron-head, stone-edge, captivate, stealth-rock, wide-guard, smack-down, heavy-slam, round, incinerate, bulldoze, steamroller, confide, power-up-punch, high-horsepower, stomping-tantrum, body-press, tera-blast, hard-press",Se lanza montaña abajo y deja un surco desde la cima hasta el pie. Es mejor mantenerse alejado.,False,False,45,70,mountain,generation-i,https://pokeapi.co/api/v2/evolution-chain/31/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/76.png,2026-02-19T13:57:58.398750
77,ponyta,True,10,300,82,fire,"run-away, flash-fire, flame-body",flame-body,50,85,55,65,65,90,68,"stomp, double-kick, headbutt, horn-drill, tackle, body-slam, take-down, thrash, double-edge, tail-whip, growl, ember, flamethrower, low-kick, strength, solar-beam, fire-spin, toxic, hypnosis, agility, quick-attack, rage, mimic, double-team, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, flame-wheel, snore, curse, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, iron-tail, morning-sun, hidden-power, sunny-day, heat-wave, will-o-wisp, facade, secret-power, overheat, bounce, natural-gift, flare-blitz, captivate, double-hit, flame-charge, round, echoed-voice, ally-switch, incinerate, inferno, wild-charge, play-rough, confide, mystical-fire, high-horsepower, solar-blade","Cuando nace, apenas puede tenerse en pie. Pero va fortaleciendo las patas en cuanto empieza a galopar.",False,False,190,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/32/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/77.png,2026-02-19T13:57:59.034907
78,rapidash,True,17,950,175,fire,"run-away, flash-fire, flame-body",flame-body,65,100,70,80,80,105,78,"pay-day, swords-dance, stomp, double-kick, headbutt, fury-attack, horn-drill, tackle, body-slam, take-down, double-edge, tail-whip, growl, ember, flamethrower, hyper-beam, low-kick, strength, solar-beam, fire-spin, toxic, hypnosis, agility, quick-attack, rage, mimic, double-team, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, flame-wheel, snore, curse, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, megahorn, baton-pass, iron-tail, hidden-power, sunny-day, heat-wave, will-o-wisp, facade, secret-power, overheat, bounce, natural-gift, flare-blitz, poison-jab, giga-impact, captivate, double-hit, flame-charge, round, echoed-voice, ally-switch, incinerate, inferno, wild-charge, drill-run, play-rough, confide, mystical-fire, high-horsepower, solar-blade, throat-chop, smart-strike, scorching-sands",Galopa a casi 240 km por hora. Su crin ardiente parece una flecha cuando corre.,False,False,60,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/32/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/78.png,2026-02-19T13:57:59.616785
79,slowpoke,True,12,360,63,"water, psychic","oblivious, own-tempo, regenerator",regenerator,90,65,65,40,40,15,114,"pay-day, stomp, headbutt, tackle, body-slam, take-down, double-edge, growl, disable, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, strength, thunder-wave, earthquake, fissure, dig, toxic, confusion, psychic, rage, teleport, mimic, double-team, light-screen, reflect, bide, fire-blast, waterfall, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, tri-attack, substitute, nightmare, snore, curse, protect, belly-drum, mud-slap, zap-cannon, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, safeguard, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, whirlpool, hail, facade, helping-hand, trick, magic-coat, recycle, yawn, skill-swap, imprison, secret-power, dive, mud-sport, slack-off, weather-ball, signal-beam, block, mud-shot, calm-mind, water-pulse, brine, natural-gift, me-first, aqua-tail, avalanche, zen-headbutt, trick-room, captivate, grass-knot, wonder-room, psyshock, telekinesis, foul-play, after-you, round, echoed-voice, stored-power, scald, heal-pulse, incinerate, bulldoze, belch, confide, psychic-terrain, liquidation, expanding-force, tera-blast, snowscape, chilling-water","Descansa ocioso junto al agua. Si algo muerde su cola, no lo notará en todo el día.",False,False,190,70,waters-edge,generation-i,https://pokeapi.co/api/v2/evolution-chain/33/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/79.png,2026-02-19T13:58:00.260753
80,slowbro,True,16,785,172,"water, psychic","oblivious, own-tempo, regenerator",regenerator,95,75,110,100,80,30,135,"mega-punch, pay-day, ice-punch, stomp, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, growl, disable, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, thunder-wave, earthquake, fissure, dig, toxic, confusion, psychic, rage, teleport, mimic, double-team, withdraw, light-screen, reflect, bide, metronome, fire-blast, waterfall, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, tri-attack, substitute, nightmare, snore, curse, protect, mud-slap, zap-cannon, icy-wind, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, rock-smash, whirlpool, hail, facade, focus-punch, helping-hand, trick, magic-coat, recycle, brick-break, yawn, skill-swap, imprison, secret-power, dive, slack-off, weather-ball, signal-beam, muddy-water, aerial-ace, iron-defense, block, mud-shot, calm-mind, water-pulse, brine, natural-gift, fling, aqua-tail, drain-punch, focus-blast, giga-impact, nasty-plot, avalanche, zen-headbutt, trick-room, captivate, grass-knot, wonder-room, psyshock, telekinesis, foul-play, after-you, round, echoed-voice, stored-power, scald, heal-pulse, incinerate, bulldoze, razor-shell, confide, psychic-terrain, liquidation, body-press, expanding-force, tera-blast, snowscape, chilling-water, psychic-noise","Tiene una cola tan apetecible, que el Shellder que va enganchado a ella no se soltará por nada del mundo.",False,False,75,70,waters-edge,generation-i,https://pokeapi.co/api/v2/evolution-chain/33/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/80.png,2026-02-19T13:58:00.847968
81,magnemite,True,3,60,65,"electric, steel","magnet-pull, sturdy, analytic",analytic,25,35,70,95,55,45,74,"headbutt, tackle, take-down, double-edge, supersonic, sonic-boom, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, rage, teleport, mimic, screech, double-team, confuse-ray, light-screen, reflect, bide, swift, flash, explosion, rest, substitute, snore, curse, protect, zap-cannon, lock-on, sandstorm, endure, rollout, swagger, spark, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, psych-up, facade, charge, helping-hand, magic-coat, recycle, secret-power, metal-sound, signal-beam, iron-defense, shock-wave, gravity, gyro-ball, natural-gift, magnet-rise, mirror-shot, flash-cannon, discharge, iron-head, magnet-bomb, charge-beam, heavy-slam, electro-ball, round, volt-switch, electroweb, wild-charge, confide, eerie-impulse, electric-terrain, steel-beam, rising-voltage, tera-blast",Las unidades a los lados de su cuerpo generan energía antigravitatoria para mantenerlo en el aire.,False,False,190,70,rough-terrain,generation-i,https://pokeapi.co/api/v2/evolution-chain/34/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/81.png,2026-02-19T13:58:01.462812
82,magneton,True,10,600,163,"electric, steel","magnet-pull, sturdy, analytic",analytic,50,60,95,120,70,70,77,"headbutt, tackle, take-down, double-edge, supersonic, sonic-boom, hyper-beam, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, rage, teleport, mimic, screech, double-team, confuse-ray, light-screen, reflect, bide, swift, flash, explosion, rest, tri-attack, substitute, snore, curse, protect, zap-cannon, lock-on, sandstorm, endure, rollout, swagger, spark, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, psych-up, facade, charge, helping-hand, magic-coat, recycle, secret-power, metal-sound, signal-beam, iron-defense, shock-wave, gravity, gyro-ball, natural-gift, magnet-rise, giga-impact, mirror-shot, flash-cannon, discharge, iron-head, magnet-bomb, charge-beam, heavy-slam, electro-ball, round, volt-switch, electroweb, wild-charge, confide, eerie-impulse, electric-terrain, steel-beam, rising-voltage, tera-blast",Lo constituye un grupo de Magnemite. Descarga potentes ondas magnéticas de alto voltaje.,False,False,60,70,rough-terrain,generation-i,https://pokeapi.co/api/v2/evolution-chain/34/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/82.png,2026-02-19T13:58:02.046865
83,farfetchd,True,8,150,132,"normal, flying","keen-eye, inner-focus, defiant",defiant,52,90,55,58,62,60,95,"razor-wind, swords-dance, cut, gust, whirlwind, fly, sand-attack, headbutt, fury-attack, body-slam, take-down, double-edge, leer, peck, razor-leaf, toxic, agility, quick-attack, rage, mimic, double-team, reflect, focus-energy, bide, mirror-move, swift, skull-bash, sky-attack, rest, slash, substitute, thief, snore, curse, flail, protect, mud-slap, foresight, detect, endure, false-swipe, swagger, fury-cutter, steel-wing, attract, sleep-talk, return, frustration, baton-pass, iron-tail, hidden-power, twister, sunny-day, psych-up, uproar, heat-wave, facade, helping-hand, revenge, knock-off, secret-power, feather-dance, air-cutter, aerial-ace, covet, leaf-blade, roost, natural-gift, feint, pluck, tailwind, u-turn, close-combat, trump-card, last-resort, poison-jab, night-slash, air-slash, brave-bird, defog, captivate, ominous-wind, simple-beam, round, acrobatics, retaliate, final-gambit, work-up, confide, first-impression, solar-blade, laser-focus, throat-chop, brutal-swing, dual-wingbeat",El puerro que lleva es su mejor arma. Suele usarlo como espada para cortar cosas.,False,False,45,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/35/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/83.png,2026-02-19T13:58:02.699664
84,doduo,True,14,392,62,"normal, flying","run-away, early-bird, tangled-feet",tangled-feet,35,85,45,35,35,75,78,"swords-dance, wing-attack, whirlwind, fly, jump-kick, headbutt, fury-attack, body-slam, take-down, thrash, double-edge, leer, growl, supersonic, peck, drill-peck, low-kick, toxic, agility, quick-attack, rage, mimic, double-team, haze, reflect, bide, mirror-move, swift, skull-bash, sky-attack, rest, tri-attack, substitute, thief, snore, curse, flail, protect, feint-attack, mud-slap, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, baton-pass, pursuit, hidden-power, rain-dance, sunny-day, uproar, facade, helping-hand, knock-off, endeavor, secret-power, feather-dance, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, acupressure, assurance, brave-bird, captivate, double-hit, round, echoed-voice, acrobatics, work-up, confide, throat-chop, lunge, tera-blast","Este Pokémon de dos cabezas es el resultado de una mutación. Cuando corre, puede alcanzar casi 100 km por hora.",False,False,190,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/36/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/84.png,2026-02-19T13:58:03.296917
85,dodrio,True,18,852,165,"normal, flying","run-away, early-bird, tangled-feet",tangled-feet,60,110,70,60,60,110,86,"swords-dance, wing-attack, whirlwind, fly, jump-kick, headbutt, fury-attack, body-slam, take-down, thrash, double-edge, leer, growl, supersonic, hyper-beam, peck, drill-peck, low-kick, toxic, agility, quick-attack, rage, mimic, double-team, reflect, bide, mirror-move, swift, skull-bash, sky-attack, rest, tri-attack, substitute, thief, snore, curse, flail, protect, scary-face, mud-slap, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, baton-pass, pursuit, hidden-power, rain-dance, sunny-day, uproar, torment, facade, taunt, helping-hand, knock-off, endeavor, secret-power, feather-dance, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, acupressure, payback, assurance, brave-bird, giga-impact, captivate, double-hit, round, echoed-voice, acrobatics, work-up, drill-run, confide, throat-chop, lunge, stomping-tantrum, tera-blast, pounce, trailblaze","Más vale no perder de vista ninguna de las tres cabezas. De lo contrario, el número de picotazos será enorme.",False,False,45,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/36/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/85.png,2026-02-19T13:58:03.932041
86,seel,True,11,900,65,water,"thick-fat, hydration, ice-body",ice-body,65,45,55,45,70,45,87,"pay-day, slam, headbutt, horn-drill, body-slam, take-down, double-edge, growl, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, peck, strength, toxic, rage, mimic, double-team, haze, bide, lick, waterfall, skull-bash, rest, substitute, thief, snore, curse, protect, perish-song, icy-wind, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, megahorn, encore, iron-tail, hidden-power, rain-dance, whirlpool, fake-out, uproar, stockpile, spit-up, swallow, hail, facade, helping-hand, secret-power, dive, weather-ball, signal-beam, muddy-water, icicle-spear, water-sport, water-pulse, brine, natural-gift, fling, aqua-ring, aqua-tail, avalanche, ice-shard, captivate, aqua-jet, entrainment, round, echoed-voice, drill-run, belch, confide, smart-strike, flip-turn, triple-axel, tera-blast, ice-spinner, snowscape, chilling-water",Este Pokémon vive en icebergs. Nada en el mar y usa el cuerno de su cabeza para romper el hielo.,False,False,190,70,sea,generation-i,https://pokeapi.co/api/v2/evolution-chain/37/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/86.png,2026-02-19T13:58:04.656194
87,dewgong,True,17,1200,166,"water, ice","thick-fat, hydration, ice-body",ice-body,90,70,80,70,95,70,93,"pay-day, headbutt, horn-drill, body-slam, take-down, double-edge, growl, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, hyper-beam, strength, toxic, rage, mimic, double-team, haze, bide, lick, waterfall, skull-bash, rest, substitute, thief, snore, curse, protect, perish-song, icy-wind, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, megahorn, encore, iron-tail, hidden-power, rain-dance, whirlpool, fake-out, uproar, stockpile, spit-up, swallow, hail, facade, helping-hand, knock-off, endeavor, secret-power, dive, weather-ball, signal-beam, sheer-cold, muddy-water, icicle-spear, water-pulse, brine, natural-gift, fling, aqua-ring, aqua-tail, giga-impact, avalanche, ice-shard, captivate, aqua-jet, entrainment, round, echoed-voice, frost-breath, drill-run, belch, play-rough, confide, smart-strike, liquidation, flip-turn, triple-axel, tera-blast, ice-spinner, snowscape, chilling-water, alluring-voice",Está recubierto de un luminoso pelaje blanco. Este Pokémon aumenta su actividad cuando bajan las temperaturas.,False,False,75,70,sea,generation-i,https://pokeapi.co/api/v2/evolution-chain/37/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/87.png,2026-02-19T13:58:05.404317
88,grimer,True,9,300,65,poison,"stench, sticky-hold, poison-touch",poison-touch,80,80,50,40,50,25,94,"pound, fire-punch, ice-punch, thunder-punch, headbutt, body-slam, take-down, disable, flamethrower, strength, mega-drain, thunderbolt, thunder, dig, toxic, rage, mimic, screech, double-team, harden, minimize, confuse-ray, haze, bide, metronome, self-destruct, lick, smog, sludge, fire-blast, poison-gas, acid-armor, explosion, rest, rock-slide, substitute, thief, snore, curse, protect, scary-face, sludge-bomb, mud-slap, zap-cannon, sandstorm, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, pain-split, dynamic-punch, hidden-power, rain-dance, sunny-day, shadow-ball, stockpile, spit-up, swallow, torment, memento, facade, taunt, helping-hand, imprison, secret-power, rock-tomb, shadow-punch, mud-shot, shock-wave, natural-gift, payback, fling, poison-jab, drain-punch, shadow-sneak, mud-bomb, zen-headbutt, gunk-shot, captivate, venoshock, sludge-wave, acid-spray, round, hex, incinerate, belch, confide, infestation, power-up-punch, tera-blast",Nace de lodo alterado al filtrarse en el agua los rayos X reflejados por la Luna. Se alimenta de sustancias desagradables.,False,False,190,70,urban,generation-i,https://pokeapi.co/api/v2/evolution-chain/38/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/88.png,2026-02-19T13:58:06.163503
89,muk,True,12,300,175,poison,"stench, sticky-hold, poison-touch",poison-touch,105,105,75,65,100,50,103,"pound, fire-punch, ice-punch, thunder-punch, headbutt, body-slam, take-down, disable, flamethrower, hyper-beam, strength, mega-drain, thunderbolt, thunder, dig, toxic, rage, mimic, screech, double-team, harden, minimize, confuse-ray, haze, bide, metronome, self-destruct, smog, sludge, fire-blast, swift, poison-gas, acid-armor, explosion, rest, rock-slide, substitute, thief, snore, curse, spite, protect, scary-face, sludge-bomb, mud-slap, zap-cannon, sandstorm, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, pain-split, dynamic-punch, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, torment, memento, facade, focus-punch, taunt, helping-hand, brick-break, knock-off, imprison, secret-power, rock-tomb, block, mud-shot, shock-wave, natural-gift, payback, fling, toxic-spikes, poison-jab, dark-pulse, drain-punch, focus-blast, giga-impact, mud-bomb, zen-headbutt, gunk-shot, captivate, venoshock, sludge-wave, acid-spray, round, hex, incinerate, belch, moonblast, confide, venom-drench, infestation, power-up-punch, lunge, lash-out, tera-blast","Les encanta reunirse en zonas apestosas donde se acumula el lodo, haciendo su olor más insoportable.",False,False,75,70,urban,generation-i,https://pokeapi.co/api/v2/evolution-chain/38/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/89.png,2026-02-19T13:58:06.842370
90,shellder,True,3,40,61,water,"shell-armor, skill-link, overcoat",overcoat,30,65,100,45,25,40,75,"headbutt, tackle, take-down, double-edge, twineedle, leer, supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, toxic, rage, teleport, mimic, screech, double-team, withdraw, barrier, reflect, bide, self-destruct, waterfall, clamp, swift, explosion, rest, tri-attack, substitute, snore, curse, protect, spikes, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, rapid-spin, hidden-power, rain-dance, whirlpool, hail, facade, helping-hand, secret-power, dive, icicle-spear, iron-defense, mud-shot, rock-blast, water-pulse, brine, natural-gift, payback, toxic-spikes, aqua-ring, avalanche, ice-shard, captivate, round, shell-smash, razor-shell, confide, liquidation, life-dew, tera-blast, ice-spinner, snowscape, chilling-water",La concha lo protege de cualquier tipo de ataque. Solo es vulnerable cuando se abre.,False,False,190,70,sea,generation-i,https://pokeapi.co/api/v2/evolution-chain/39/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/90.png,2026-02-19T13:58:07.615235
91,cloyster,True,15,1325,184,"water, ice","shell-armor, skill-link, overcoat",overcoat,50,95,180,85,45,70,88,"headbutt, tackle, body-slam, take-down, double-edge, twineedle, pin-missile, leer, supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, hyper-beam, toxic, rage, teleport, mimic, screech, double-team, withdraw, barrier, light-screen, reflect, bide, self-destruct, waterfall, clamp, swift, spike-cannon, explosion, rest, tri-attack, substitute, snore, curse, protect, scary-face, spikes, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, whirlpool, hail, torment, facade, helping-hand, secret-power, dive, weather-ball, signal-beam, icicle-spear, iron-defense, mud-shot, rock-blast, water-pulse, brine, natural-gift, payback, toxic-spikes, poison-jab, giga-impact, avalanche, ice-shard, captivate, round, shell-smash, frost-breath, drill-run, razor-shell, icicle-crash, confide, smart-strike, liquidation, steel-roller, tera-blast, ice-spinner, snowscape, chilling-water",A los Cloyster que viven en las fuertes corrientes marinas les crecen largas y afiladas púas en la concha.,False,False,60,70,sea,generation-i,https://pokeapi.co/api/v2/evolution-chain/39/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/91.png,2026-02-19T13:58:08.343645
92,gastly,True,13,1,62,"ghost, poison",levitate,,30,35,30,100,35,80,96,"fire-punch, ice-punch, thunder-punch, headbutt, disable, mega-drain, thunderbolt, thunder, toxic, psychic, hypnosis, rage, night-shade, mimic, double-team, confuse-ray, haze, bide, self-destruct, lick, smog, dream-eater, poison-gas, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, spite, protect, scary-face, sludge-bomb, zap-cannon, destiny-bond, perish-song, icy-wind, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, torment, will-o-wisp, facade, taunt, trick, knock-off, skill-swap, imprison, grudge, snatch, secret-power, astonish, natural-gift, payback, embargo, sucker-punch, poison-jab, dark-pulse, energy-ball, nasty-plot, trick-room, gunk-shot, captivate, ominous-wind, wonder-room, venoshock, telekinesis, sludge-wave, acid-spray, foul-play, round, clear-smog, ally-switch, hex, reflect-type, confide, dazzling-gleam, infestation, skitter-smack, poltergeist, corrosive-gas, tera-blast",Su etéreo cuerpo está hecho de gas. Puede envolver a un oponente de cualquier tamaño hasta ahogarlo.,False,False,190,70,cave,generation-i,https://pokeapi.co/api/v2/evolution-chain/40/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/92.png,2026-02-19T13:58:08.981717
93,haunter,True,16,1,142,"ghost, poison",levitate,,45,50,45,115,55,95,99,"fire-punch, ice-punch, thunder-punch, headbutt, mega-drain, thunderbolt, thunder, toxic, psychic, hypnosis, rage, night-shade, mimic, double-team, confuse-ray, haze, bide, metronome, self-destruct, lick, smog, dream-eater, poison-gas, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, spite, protect, scary-face, sludge-bomb, zap-cannon, destiny-bond, icy-wind, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, pain-split, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, torment, will-o-wisp, facade, taunt, trick, knock-off, skill-swap, imprison, snatch, secret-power, astonish, shadow-punch, natural-gift, payback, embargo, fling, sucker-punch, toxic-spikes, poison-jab, dark-pulse, focus-blast, energy-ball, nasty-plot, shadow-claw, trick-room, gunk-shot, captivate, ominous-wind, wonder-room, venoshock, telekinesis, sludge-wave, acid-spray, foul-play, round, ally-switch, hex, phantom-force, confide, dazzling-gleam, infestation, skitter-smack, poltergeist, corrosive-gas, tera-blast","Cuando tienes la sensación de que te están observando, seguro que es porque Haunter está cerca.",False,False,90,70,cave,generation-i,https://pokeapi.co/api/v2/evolution-chain/40/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/93.png,2026-02-19T13:58:09.644213
